year,gini_index
2014,0.9429321923364258
2015,0.9466803522187349
2016,0.9444681446141826
2017,0.9372514038574064
2018,0.9384302896733203
2019,0.9346042381376861
2020,0.9173058024391303
2021,0.9194620852643537
2022,0.9310864939902316
2023,0.9298763268467994
2024,0.9306501350959918
2025,0.9239945249954236
