p,lorenz,gini,alpha,year,country_code
0.01,6.866488450042998e-07,0.51,3.0816326530612246,2015.0,COL
0.02,5.812976377126152e-06,0.51,3.0816326530612246,2015.0,COL
0.03,2.0279027861150327e-05,0.51,3.0816326530612246,2015.0,COL
0.04,4.921102628639109e-05,0.51,3.0816326530612246,2015.0,COL
0.05,9.788214607937696e-05,0.51,3.0816326530612246,2015.0,COL
0.06,0.00017167655747999075,0.51,3.0816326530612246,2015.0,COL
0.07,0.00027606821615814436,0.51,3.0816326530612246,2015.0,COL
0.08,0.00041660673483712645,0.51,3.0816326530612246,2015.0,COL
0.09,0.0005989072492952874,0.51,3.0816326530612246,2015.0,COL
0.1,0.0008286427728546844,0.51,3.0816326530612246,2015.0,COL
0.11,0.0011115382115722847,0.51,3.0816326530612246,2015.0,COL
0.12,0.0014533655454285034,0.51,3.0816326530612246,2015.0,COL
0.13,0.001859939860874242,0.51,3.0816326530612246,2015.0,COL
0.14,0.0023371160247019716,0.51,3.0816326530612246,2015.0,COL
0.15,0.002890785853488826,0.51,3.0816326530612246,2015.0,COL
0.16,0.00352687567419517,0.51,3.0816326530612246,2015.0,COL
0.17,0.004251344199094788,0.51,3.0816326530612246,2015.0,COL
0.18,0.005070180657219787,0.51,3.0816326530612246,2015.0,COL
0.19,0.005989403137951443,0.51,3.0816326530612246,2015.0,COL
0.2,0.007015057112126109,0.51,3.0816326530612246,2015.0,COL
0.21,0.008153214103220435,0.51,3.0816326530612246,2015.0,COL
0.22,0.009409970486591703,0.51,3.0816326530612246,2015.0,COL
0.23,0.010791446398884099,0.51,3.0816326530612246,2015.0,COL
0.24,0.012303784742916228,0.51,3.0816326530612246,2015.0,COL
0.25,0.013953150275880084,0.51,3.0816326530612246,2015.0,COL
0.26,0.015745728770678362,0.51,3.0816326530612246,2015.0,COL
0.27,0.017687726241828877,0.51,3.0816326530612246,2015.0,COL
0.28,0.01978536822866201,0.51,3.0816326530612246,2015.0,COL
0.29,0.022044899129597024,0.51,3.0816326530612246,2015.0,COL
0.3,0.02447258158215613,0.51,3.0816326530612246,2015.0,COL
0.31,0.027074695884099116,0.51,3.0816326530612246,2015.0,COL
0.32,0.0298575394516669,0.51,3.0816326530612246,2015.0,COL
0.33,0.03282742631143059,0.51,3.0816326530612246,2015.0,COL
0.34,0.03599068662267327,0.51,3.0816326530612246,2015.0,COL
0.35000000000000003,0.03935366622759743,0.51,3.0816326530612246,2015.0,COL
0.36,0.042922726226963956,0.51,3.0816326530612246,2015.0,COL
0.37,0.04670424257903721,0.51,3.0816326530612246,2015.0,COL
0.38,0.05070460571994257,0.51,3.0816326530612246,2015.0,COL
0.39,0.054930220203744225,0.51,3.0816326530612246,2015.0,COL
0.4,0.05938750436072534,0.51,3.0816326530612246,2015.0,COL
0.41000000000000003,0.06408288997250601,0.51,3.0816326530612246,2015.0,COL
0.42,0.06902282196276814,0.51,3.0816326530612246,2015.0,COL
0.43,0.07421375810247445,0.51,3.0816326530612246,2015.0,COL
0.44,0.07966216872857233,0.51,3.0816326530612246,2015.0,COL
0.45,0.08537453647526642,0.51,3.0816326530612246,2015.0,COL
0.46,0.09135735601702429,0.51,3.0816326530612246,2015.0,COL
0.47000000000000003,0.09761713382255346,0.51,3.0816326530612246,2015.0,COL
0.48,0.10416038791905247,0.51,3.0816326530612246,2015.0,COL
0.49,0.11099364766609725,0.51,3.0816326530612246,2015.0,COL
0.5,0.11812345353857583,0.51,3.0816326530612246,2015.0,COL
0.51,0.1255563569181321,0.51,3.0816326530612246,2015.0,COL
0.52,0.13329891989262102,0.51,3.0816326530612246,2015.0,COL
0.53,0.1413577150631163,0.51,3.0816326530612246,2015.0,COL
0.54,0.14973932535804635,0.51,3.0816326530612246,2015.0,COL
0.55,0.15845034385406487,0.51,3.0816326530612246,2015.0,COL
0.56,0.1674973736032926,0.51,3.0816326530612246,2015.0,COL
0.5700000000000001,0.176887027466591,0.51,3.0816326530612246,2015.0,COL
0.58,0.18662592795255323,0.51,3.0816326530612246,2015.0,COL
0.59,0.1967207070619204,0.51,3.0816326530612246,2015.0,COL
0.6,0.20717800613714754,0.51,3.0816326530612246,2015.0,COL
0.61,0.21800447571686699,0.51,3.0816326530612246,2015.0,COL
0.62,0.22920677539500886,0.51,3.0816326530612246,2015.0,COL
0.63,0.24079157368435633,0.51,3.0816326530612246,2015.0,COL
0.64,0.2527655478843264,0.51,3.0816326530612246,2015.0,COL
0.65,0.2651353839527809,0.51,3.0816326530612246,2015.0,COL
0.66,0.27790777638168246,0.51,3.0816326530612246,2015.0,COL
0.67,0.2910894280764243,0.51,3.0816326530612246,2015.0,COL
0.68,0.3046870502386701,0.51,3.0816326530612246,2015.0,COL
0.6900000000000001,0.318707362252551,0.51,3.0816326530612246,2015.0,COL
0.7000000000000001,0.3331570915740761,0.51,3.0816326530612246,2015.0,COL
0.71,0.34804297362361997,0.51,3.0816326530612246,2015.0,COL
0.72,0.36337175168135927,0.51,3.0816326530612246,2015.0,COL
0.73,0.37915017678553553,0.51,3.0816326530612246,2015.0,COL
0.74,0.39538500763343243,0.51,3.0816326530612246,2015.0,COL
0.75,0.41208301048495577,0.51,3.0816326530612246,2015.0,COL
0.76,0.4292509590687158,0.51,3.0816326530612246,2015.0,COL
0.77,0.4468956344905132,0.51,3.0816326530612246,2015.0,COL
0.78,0.46502382514413654,0.51,3.0816326530612246,2015.0,COL
0.79,0.4836423266243838,0.51,3.0816326530612246,2015.0,COL
0.8,0.5027579416422246,0.51,3.0816326530612246,2015.0,COL
0.81,0.5223774799420241,0.51,3.0816326530612246,2015.0,COL
0.8200000000000001,0.5425077582207527,0.51,3.0816326530612246,2015.0,COL
0.8300000000000001,0.5631556000491108,0.51,3.0816326530612246,2015.0,COL
0.84,0.5843278357944997,0.51,3.0816326530612246,2015.0,COL
0.85,0.6060313025457749,0.51,3.0816326530612246,2015.0,COL
0.86,0.6282728440397173,0.51,3.0816326530612246,2015.0,COL
0.87,0.6510593105891663,0.51,3.0816326530612246,2015.0,COL
0.88,0.6743975590127568,0.51,3.0816326530612246,2015.0,COL
0.89,0.6982944525662054,0.51,3.0816326530612246,2015.0,COL
0.9,0.7227568608750968,0.51,3.0816326530612246,2015.0,COL
0.91,0.7477916598691194,0.51,3.0816326530612246,2015.0,COL
0.92,0.7734057317177025,0.51,3.0816326530612246,2015.0,COL
0.93,0.799605964767013,0.51,3.0816326530612246,2015.0,COL
0.9400000000000001,0.8263992534782639,0.51,3.0816326530612246,2015.0,COL
0.9500000000000001,0.8537924983672996,0.51,3.0816326530612246,2015.0,COL
0.96,0.881792605945411,0.51,3.0816326530612246,2015.0,COL
0.97,0.9104064886613501,0.51,3.0816326530612246,2015.0,COL
0.98,0.9396410648445003,0.51,3.0816326530612246,2015.0,COL
0.99,0.969503258649174,0.51,3.0816326530612246,2015.0,COL
1.0,1.0,0.51,3.0816326530612246,2015.0,COL
0.0,0.0,0.506,3.048582995951417,2016.0,COL
0.01,7.995286083860751e-07,0.506,3.048582995951417,2016.0,COL
0.02,6.615290711019079e-06,0.506,3.048582995951417,2016.0,COL
0.03,2.2770771865983076e-05,0.506,3.048582995951417,2016.0,COL
0.04,5.473484092036837e-05,0.506,3.048582995951417,2016.0,COL
0.05,0.00010806923519884052,0.506,3.048582995951417,2016.0,COL
0.06,0.0001884051102459537,0.506,3.048582995951417,2016.0,COL
0.07,0.0003014293401155344,0.506,3.048582995951417,2016.0,COL
0.08,0.0004528754580033438,0.506,3.048582995951417,2016.0,COL
0.09,0.0006485171961755121,0.506,3.048582995951417,2016.0,COL
0.1,0.0008941636362467864,0.506,3.048582995951417,2016.0,COL
0.11,0.0011956554290786505,0.506,3.048582995951417,2016.0,COL
0.12,0.0015588617626009268,0.506,3.048582995951417,2016.0,COL
0.13,0.0019896778737579033,0.506,3.048582995951417,2016.0,COL
0.14,0.002494022969009291,0.506,3.048582995951417,2016.0,COL
0.15,0.0030778384596036722,0.506,3.048582995951417,2016.0,COL
0.16,0.0037470864446308527,0.506,3.048582995951417,2016.0,COL
0.17,0.004507748392692194,0.506,3.048582995951417,2016.0,COL
0.18,0.005365823985280576,0.506,3.048582995951417,2016.0,COL
0.19,0.006327330093610326,0.506,3.048582995951417,2016.0,COL
0.2,0.007398299866886201,0.506,3.048582995951417,2016.0,COL
0.21,0.008584781914608217,0.506,3.048582995951417,2016.0,COL
0.22,0.009892839568967806,0.506,3.048582995951417,2016.0,COL
0.23,0.01132855021602883,0.506,3.048582995951417,2016.0,COL
0.24,0.012898004686427858,0.506,3.048582995951417,2016.0,COL
0.25,0.014607306697927171,0.506,3.048582995951417,2016.0,COL
0.26,0.016462572343421467,0.506,3.048582995951417,2016.0,COL
0.27,0.01846992961901471,0.506,3.048582995951417,2016.0,COL
0.28,0.020635517987604678,0.506,3.048582995951417,2016.0,COL
0.29,0.022965487974082623,0.506,3.048582995951417,2016.0,COL
0.3,0.025466000788806866,0.506,3.048582995951417,2016.0,COL
0.31,0.02814322797646524,0.506,3.048582995951417,2016.0,COL
0.32,0.031003351087822945,0.506,3.048582995951417,2016.0,COL
0.33,0.03405256137217196,0.506,3.048582995951417,2016.0,COL
0.34,0.037297059488568526,0.506,3.048582995951417,2016.0,COL
0.35000000000000003,0.040743055234175055,0.506,3.048582995951417,2016.0,COL
0.36,0.04439676728821877,0.506,3.048582995951417,2016.0,COL
0.37,0.04826442297024786,0.506,3.048582995951417,2016.0,COL
0.38,0.052352258011510666,0.506,3.048582995951417,2016.0,COL
0.39,0.0566665163384097,0.506,3.048582995951417,2016.0,COL
0.4,0.06121344986709092,0.506,3.048582995951417,2016.0,COL
0.41000000000000003,0.0659993183083243,0.506,3.048582995951417,2016.0,COL
0.42,0.07103038898191529,0.506,3.048582995951417,2016.0,COL
0.43,0.07631293663996015,0.506,3.048582995951417,2016.0,COL
0.44,0.08185324329832264,0.506,3.048582995951417,2016.0,COL
0.45,0.08765759807576716,0.506,3.048582995951417,2016.0,COL
0.46,0.09373229704023424,0.506,3.048582995951417,2016.0,COL
0.47000000000000003,0.10008364306178909,0.506,3.048582995951417,2016.0,COL
0.48,0.1067179456718147,0.506,3.048582995951417,2016.0,COL
0.49,0.11364152092805704,0.506,3.048582995951417,2016.0,COL
0.5,0.12086069128516175,0.506,3.048582995951417,2016.0,COL
0.51,0.12838178547037157,0.506,3.048582995951417,2016.0,COL
0.52,0.13621113836407953,0.506,3.048582995951417,2016.0,COL
0.53,0.14435509088495618,0.506,3.048582995951417,2016.0,COL
0.54,0.15281998987939177,0.506,3.048582995951417,2016.0,COL
0.55,0.161612188015012,0.506,3.048582995951417,2016.0,COL
0.56,0.17073804367804515,0.506,3.048582995951417,2016.0,COL
0.5700000000000001,0.18020392087433335,0.506,3.048582995951417,2016.0,COL
0.58,0.19001618913379598,0.506,3.048582995951417,2016.0,COL
0.59,0.2001812234181665,0.506,3.048582995951417,2016.0,COL
0.6,0.21070540403183485,0.506,3.048582995951417,2016.0,COL
0.61,0.22159511653564182,0.506,3.048582995951417,2016.0,COL
0.62,0.2328567516634784,0.506,3.048582995951417,2016.0,COL
0.63,0.24449670524155537,0.506,3.048582995951417,2016.0,COL
0.64,0.256521378110215,0.506,3.048582995951417,2016.0,COL
0.65,0.26893717604816686,0.506,3.048582995951417,2016.0,COL
0.66,0.28175050969903437,0.506,3.048582995951417,2016.0,COL
0.67,0.2949677945001087,0.506,3.048582995951417,2016.0,COL
0.68,0.3085954506132098,0.506,3.048582995951417,2016.0,COL
0.6900000000000001,0.32263990285756305,0.506,3.048582995951417,2016.0,COL
0.7000000000000001,0.3371075806446024,0.506,3.048582995951417,2016.0,COL
0.71,0.352004917914619,0.506,3.048582995951417,2016.0,COL
0.72,0.3673383530751775,0.506,3.048582995951417,2016.0,COL
0.73,0.38311432894122366,0.506,3.048582995951417,2016.0,COL
0.74,0.3993392926768189,0.506,3.048582995951417,2016.0,COL
0.75,0.4160196957384311,0.506,3.048582995951417,2016.0,COL
0.76,0.43316199381972287,0.506,3.048582995951417,2016.0,COL
0.77,0.4507726467977762,0.506,3.048582995951417,2016.0,COL
0.78,0.46885811868069915,0.506,3.048582995951417,2016.0,COL
0.79,0.4874248775565609,0.506,3.048582995951417,2016.0,COL
0.8,0.5064793955436047,0.506,3.048582995951417,2016.0,COL
0.81,0.5260281487416912,0.506,3.048582995951417,2016.0,COL
0.8200000000000001,0.5460776171849279,0.506,3.048582995951417,2016.0,COL
0.8300000000000001,0.5666342847954376,0.506,3.048582995951417,2016.0,COL
0.84,0.5877046393382311,0.506,3.048582995951417,2016.0,COL
0.85,0.609295172377139,0.506,3.048582995951417,2016.0,COL
0.86,0.6314123792317677,0.506,3.048582995951417,2016.0,COL
0.87,0.6540627589354452,0.506,3.048582995951417,2016.0,COL
0.88,0.6772528141941208,0.506,3.048582995951417,2016.0,COL
0.89,0.700989051346187,0.506,3.048582995951417,2016.0,COL
0.9,0.7252779803231939,0.506,3.048582995951417,2016.0,COL
0.91,0.7501261146114228,0.506,3.048582995951417,2016.0,COL
0.92,0.7755399712142959,0.506,3.048582995951417,2016.0,COL
0.93,0.8015260706155912,0.506,3.048582995951417,2016.0,COL
0.9400000000000001,0.8280909367434383,0.506,3.048582995951417,2016.0,COL
0.9500000000000001,0.8552410969350689,0.506,3.048582995951417,2016.0,COL
0.96,0.882983081902301,0.506,3.048582995951417,2016.0,COL
0.97,0.9113234256977323,0.506,3.048582995951417,2016.0,COL
0.98,0.9402686656816184,0.506,3.048582995951417,2016.0,COL
0.99,0.9698253424894209,0.506,3.048582995951417,2016.0,COL
1.0,1.0,0.506,3.048582995951417,2016.0,COL
0.0,0.0,0.49700000000000005,2.9761431411530825,2017.0,COL
0.01,1.1161272660015844e-06,0.49700000000000005,2.9761431411530825,2017.0,COL
0.02,8.782579193638383e-06,0.49700000000000005,2.9761431411530825,2017.0,COL
0.03,2.9355864026740504e-05,0.49700000000000005,2.9761431411530825,2017.0,COL
0.04,6.910833526077513e-05,0.49700000000000005,2.9761431411530825,2017.0,COL
0.05,0.0001342605747394281,0.49700000000000005,2.9761431411530825,2017.0,COL
0.06,0.00023099534297387435,0.49700000000000005,2.9761431411530825,2017.0,COL
0.07,0.00036546555665244325,0.49700000000000005,2.9761431411530825,2017.0,COL
0.08,0.000543799480450474,0.49700000000000005,2.9761431411530825,2017.0,COL
0.09,0.0007721043818270578,0.49700000000000005,2.9761431411530825,2017.0,COL
0.1,0.0010564692451754498,0.49700000000000005,2.9761431411530825,2017.0,COL
0.11,0.001402966867610366,0.49700000000000005,2.9761431411530825,2017.0,COL
0.12,0.001817655526235331,0.49700000000000005,2.9761431411530825,2017.0,COL
0.13,0.0023065803361238435,0.49700000000000005,2.9761431411530825,2017.0,COL
0.14,0.0028757743777246473,0.49700000000000005,2.9761431411530825,2017.0,COL
0.15,0.0035312596477659088,0.49700000000000005,2.9761431411530825,2017.0,COL
0.16,0.00427904787204519,0.49700000000000005,2.9761431411530825,2017.0,COL
0.17,0.005125141208112348,0.49700000000000005,2.9761431411530825,2017.0,COL
0.18,0.006075532858760677,0.49700000000000005,2.9761431411530825,2017.0,COL
0.19,0.007136207612261446,0.49700000000000005,2.9761431411530825,2017.0,COL
0.2,0.00831314232169612,0.49700000000000005,2.9761431411530825,2017.0,COL
0.21,0.009612306333112126,0.49700000000000005,2.9761431411530825,2017.0,COL
0.22,0.011039661870263213,0.49700000000000005,2.9761431411530825,2017.0,COL
0.23,0.012601164382202873,0.49700000000000005,2.9761431411530825,2017.0,COL
0.24,0.014302762858849094,0.49700000000000005,2.9761431411530825,2017.0,COL
0.25,0.016150400118740547,0.49700000000000005,2.9761431411530825,2017.0,COL
0.26,0.018150013072494853,0.49700000000000005,2.9761431411530825,2017.0,COL
0.27,0.020307532964913232,0.49700000000000005,2.9761431411530825,2017.0,COL
0.28,0.022628885598219052,0.49700000000000005,2.9761431411530825,2017.0,COL
0.29,0.02511999153854637,0.49700000000000005,2.9761431411530825,2017.0,COL
0.3,0.027786766307489934,0.49700000000000005,2.9761431411530825,2017.0,COL
0.31,0.03063512056027608,0.49700000000000005,2.9761431411530825,2017.0,COL
0.32,0.03367096025190495,0.49700000000000005,2.9761431411530825,2017.0,COL
0.33,0.036900186792438325,0.49700000000000005,2.9761431411530825,2017.0,COL
0.34,0.040328697192460045,0.49700000000000005,2.9761431411530825,2017.0,COL
0.35000000000000003,0.04396238419961008,0.49700000000000005,2.9761431411530825,2017.0,COL
0.36,0.047807136426987085,0.49700000000000005,2.9761431411530825,2017.0,COL
0.37,0.05186883847412243,0.49700000000000005,2.9761431411530825,2017.0,COL
0.38,0.05615337104114994,0.49700000000000005,2.9761431411530825,2017.0,COL
0.39,0.060666611036728185,0.49700000000000005,2.9761431411530825,2017.0,COL
0.4,0.06541443168021252,0.49700000000000005,2.9761431411530825,2017.0,COL
0.41000000000000003,0.07040270259852305,0.49700000000000005,2.9761431411530825,2017.0,COL
0.42,0.07563728991810972,0.49700000000000005,2.9761431411530825,2017.0,COL
0.43,0.08112405635237654,0.49700000000000005,2.9761431411530825,2017.0,COL
0.44,0.08686886128489138,0.49700000000000005,2.9761431411530825,2017.0,COL
0.45,0.09287756084867878,0.49700000000000005,2.9761431411530825,2017.0,COL
0.46,0.0991560080018643,0.49700000000000005,2.9761431411530825,2017.0,COL
0.47000000000000003,0.10571005259991616,0.49700000000000005,2.9761431411530825,2017.0,COL
0.48,0.11254554146470748,0.49700000000000005,2.9761431411530825,2017.0,COL
0.49,0.11966831845060448,0.49700000000000005,2.9761431411530825,2017.0,COL
0.5,0.1270842245077671,0.49700000000000005,2.9761431411530825,2017.0,COL
0.51,0.13479909774283488,0.49700000000000005,2.9761431411530825,2017.0,COL
0.52,0.14281877347715624,0.49700000000000005,2.9761431411530825,2017.0,COL
0.53,0.15114908430270607,0.49700000000000005,2.9761431411530825,2017.0,COL
0.54,0.15979586013582733,0.49700000000000005,2.9761431411530825,2017.0,COL
0.55,0.16876492826891973,0.49700000000000005,2.9761431411530825,2017.0,COL
0.56,0.1780621134201911,0.49700000000000005,2.9761431411530825,2017.0,COL
0.5700000000000001,0.18769323778157773,0.49700000000000005,2.9761431411530825,2017.0,COL
0.58,0.19766412106493278,0.49700000000000005,2.9761431411530825,2017.0,COL
0.59,0.20798058054657473,0.49700000000000005,2.9761431411530825,2017.0,COL
0.6,0.2186484311102805,0.49700000000000005,2.9761431411530825,2017.0,COL
0.61,0.22967348528880432,0.49700000000000005,2.9761431411530825,2017.0,COL
0.62,0.24106155330399592,0.49700000000000005,2.9761431411530825,2017.0,COL
0.63,0.25281844310558726,0.49700000000000005,2.9761431411530825,2017.0,COL
0.64,0.2649499604087135,0.49700000000000005,2.9761431411530825,2017.0,COL
0.65,0.2774619087302279,0.49700000000000005,2.9761431411530825,2017.0,COL
0.66,0.29036008942386926,0.49700000000000005,2.9761431411530825,2017.0,COL
0.67,0.30365030171433305,0.49700000000000005,2.9761431411530825,2017.0,COL
0.68,0.3173383427302989,0.49700000000000005,2.9761431411530825,2017.0,COL
0.6900000000000001,0.3314300075364596,0.49700000000000005,2.9761431411530825,2017.0,COL
0.7000000000000001,0.3459310891645973,0.49700000000000005,2.9761431411530825,2017.0,COL
0.71,0.36084737864374733,0.49700000000000005,2.9761431411530825,2017.0,COL
0.72,0.3761846650294917,0.49700000000000005,2.9761431411530825,2017.0,COL
0.73,0.3919487354324149,0.49700000000000005,2.9761431411530825,2017.0,COL
0.74,0.4081453750457621,0.49700000000000005,2.9761431411530825,2017.0,COL
0.75,0.42478036717232953,0.49700000000000005,2.9761431411530825,2017.0,COL
0.76,0.44185949325061963,0.49700000000000005,2.9761431411530825,2017.0,COL
0.77,0.45938853288028997,0.49700000000000005,2.9761431411530825,2017.0,COL
0.78,0.4773732638469253,0.49700000000000005,2.9761431411530825,2017.0,COL
0.79,0.4958194621461576,0.49700000000000005,2.9761431411530825,2017.0,COL
0.8,0.5147329020071609,0.49700000000000005,2.9761431411530825,2017.0,COL
0.81,0.534119355915544,0.49700000000000005,2.9761431411530825,2017.0,COL
0.8200000000000001,0.5539845946356639,0.49700000000000005,2.9761431411530825,2017.0,COL
0.8300000000000001,0.5743343872323815,0.49700000000000005,2.9761431411530825,2017.0,COL
0.84,0.5951745010922812,0.49700000000000005,2.9761431411530825,2017.0,COL
0.85,0.6165107019443727,0.49700000000000005,2.9761431411530825,2017.0,COL
0.86,0.6383487538802932,0.49700000000000005,2.9761431411530825,2017.0,COL
0.87,0.6606944193740293,0.49700000000000005,2.9761431411530825,2017.0,COL
0.88,0.6835534593011752,0.49700000000000005,2.9761431411530825,2017.0,COL
0.89,0.7069316329577421,0.49700000000000005,2.9761431411530825,2017.0,COL
