p,lorenz,year,top_n,gini
0.92,0.07568426677105367,2016,99999,0.9418484972474991
0.93,0.08935168365986136,2016,99999,0.9418484972474991
0.9400000000000001,0.10694056949970138,2016,99999,0.9418484972474991
0.9500000000000001,0.13149383947594873,2016,99999,0.9418484972474991
0.96,0.16815108371982196,2016,99999,0.9418484972474991
0.97,0.22696491719192355,2016,99999,0.9418484972474991
0.98,0.314740267548483,2016,99999,0.9418484972474991
0.99,0.4637234819762542,2016,99999,0.9418484972474991
1.0,1.0,2016,99999,0.9418484972474991
0.0,0.0,2017,50,0.3966016622640497
0.01,0.003600466920381975,2017,50,0.3966016622640497
0.02,0.00720093384076395,2017,50,0.3966016622640497
0.03,0.011070501176619353,2017,50,0.3966016622640497
0.04,0.014940068512474756,2017,50,0.3966016622640497
0.05,0.019022005966188506,2017,50,0.3966016622640497
0.06,0.02310394341990225,2017,50,0.3966016622640497
0.07,0.027402608482668227,2017,50,0.3966016622640497
0.08,0.0317012735454342,2017,50,0.3966016622640497
0.09,0.036004756722141824,2017,50,0.3966016622640497
0.1,0.040308239898849456,2017,50,0.3966016622640497
0.11,0.0446965928168333,2017,50,0.3966016622640497
0.12,0.04908494573481714,2017,50,0.3966016622640497
0.13,0.05359660736237842,2017,50,0.3966016622640497
0.14,0.05810826898993971,2017,50,0.3966016622640497
0.15,0.06268908391062337,2017,50,0.3966016622640497
0.16,0.06726989883130705,2017,50,0.3966016622640497
0.17,0.0719346207917241,2017,50,0.3966016622640497
0.18,0.07659934275214114,2017,50,0.3966016622640497
0.19,0.08130128303057782,2017,50,0.3966016622640497
0.2,0.08600322330901451,2017,50,0.3966016622640497
0.21,0.09070873801997387,2017,50,0.3966016622640497
0.22,0.09541425273093324,2017,50,0.3966016622640497
0.23,0.10012555746983205,2017,50,0.3966016622640497
0.24,0.10483686220873085,2017,50,0.3966016622640497
0.25,0.10961001476397245,2017,50,0.3966016622640497
0.26,0.11438316731921402,2017,50,0.3966016622640497
0.27,0.11917588712878079,2017,50,0.3966016622640497
0.28,0.12396860693834755,2017,50,0.3966016622640497
0.29,0.12878973335276914,2017,50,0.3966016622640497
0.3,0.13361085976719075,2017,50,0.3966016622640497
0.31,0.13878986702549057,2017,50,0.3966016622640497
0.32,0.14396887428379035,2017,50,0.3966016622640497
0.33,0.14930189997026128,2017,50,0.3966016622640497
0.34,0.1546349256567322,2017,50,0.3966016622640497
0.35000000000000003,0.16003005710828466,2017,50,0.3966016622640497
0.36,0.1654251885598371,2017,50,0.3966016622640497
0.37,0.1710497792331901,2017,50,0.3966016622640497
0.38,0.17667436990654306,2017,50,0.3966016622640497
0.39,0.18232849571048293,2017,50,0.3966016622640497
0.4,0.18798262151442277,2017,50,0.3966016622640497
0.41000000000000003,0.19386375142091755,2017,50,0.3966016622640497
0.42,0.1997448813274123,2017,50,0.3966016622640497
0.43,0.2056393416562275,2017,50,0.3966016622640497
0.44,0.21153380198504268,2017,50,0.3966016622640497
0.45,0.21750426506723955,2017,50,0.3966016622640497
0.46,0.22347472814943642,2017,50,0.3966016622640497
0.47000000000000003,0.22947704329464144,2017,50,0.3966016622640497
0.48,0.23547935843984644,2017,50,0.3966016622640497
0.49,0.24148999243187613,2017,50,0.3966016622640497
0.5,0.24750062642390583,2017,50,0.3966016622640497
0.51,0.25397285047147367,2017,50,0.3966016622640497
0.52,0.2604450745190415,2017,50,0.3966016622640497
0.53,0.26728754713126507,2017,50,0.3966016622640497
0.54,0.2741300197434886,2017,50,0.3966016622640497
0.55,0.28114606421952604,2017,50,0.3966016622640497
0.56,0.28816210869556347,2017,50,0.3966016622640497
0.5700000000000001,0.29573108011179394,2017,50,0.3966016622640497
0.58,0.3033000515280243,2017,50,0.3966016622640497
0.59,0.3111654198637609,2017,50,0.3966016622640497
0.6,0.31903078819949743,2017,50,0.3966016622640497
0.61,0.3271057675228332,2017,50,0.3966016622640497
0.62,0.335180746846169,2017,50,0.3966016622640497
0.63,0.3433930562355243,2017,50,0.3966016622640497
0.64,0.3516053656248796,2017,50,0.3966016622640497
0.65,0.3598395592009813,2017,50,0.3966016622640497
0.66,0.36807375277708304,2017,50,0.3966016622640497
0.67,0.37656484947829727,2017,50,0.3966016622640497
0.68,0.38505594617951155,2017,50,0.3966016622640497
0.6900000000000001,0.39405426222565787,2017,50,0.3966016622640497
0.7000000000000001,0.4030525782718042,2017,50,0.3966016622640497
0.71,0.4125949542702488,2017,50,0.3966016622640497
0.72,0.4221373302686935,2017,50,0.3966016622640497
0.73,0.4317355199254852,2017,50,0.3966016622640497
0.74,0.44133370958227697,2017,50,0.3966016622640497
0.75,0.45161550485280344,2017,50,0.3966016622640497
0.76,0.4618973001233299,2017,50,0.3966016622640497
0.77,0.4725013056121474,2017,50,0.3966016622640497
0.78,0.48310531110096494,2017,50,0.3966016622640497
0.79,0.49491248163186186,2017,50,0.3966016622640497
0.8,0.5067196521627587,2017,50,0.3966016622640497
0.81,0.519627356381305,2017,50,0.3966016622640497
0.8200000000000001,0.5325350605998512,2017,50,0.3966016622640497
0.8300000000000001,0.5456138815629658,2017,50,0.3966016622640497
0.84,0.55869270252608,2017,50,0.3966016622640497
0.85,0.5717850059170216,2017,50,0.3966016622640497
0.86,0.5848773093079632,2017,50,0.3966016622640497
0.87,0.6011399270662838,2017,50,0.3966016622640497
0.88,0.6174025448246044,2017,50,0.3966016622640497
0.89,0.6339707903822964,2017,50,0.3966016622640497
0.9,0.6505390359399885,2017,50,0.3966016622640497
0.91,0.6673697719767235,2017,50,0.3966016622640497
0.92,0.6842005080134586,2017,50,0.3966016622640497
0.93,0.7035757471400004,2017,50,0.3966016622640497
0.9400000000000001,0.7229509862665423,2017,50,0.3966016622640497
0.9500000000000001,0.7487233449016283,2017,50,0.3966016622640497
0.96,0.7744957035367139,2017,50,0.3966016622640497
0.97,0.8287886481255754,2017,50,0.3966016622640497
0.98,0.8830815927144369,2017,50,0.3966016622640497
0.99,0.9415407963572184,2017,50,0.3966016622640497
1.0,1.0,2017,50,0.3966016622640497
0.0,0.0,2017,100,0.472975178040109
0.01,0.002677477188107173,2017,100,0.472975178040109
0.02,0.005371055751535973,2017,100,0.472975178040109
0.03,0.008098659723584398,2017,100,0.472975178040109
0.04,0.010889953416256547,2017,100,0.472975178040109
0.05,0.01369560699727695,2017,100,0.472975178040109
0.06,0.016510514072638927,2017,100,0.472975178040109
0.07,0.019488973339856334,2017,100,0.472975178040109
0.08,0.022484308796514876,2017,100,0.472975178040109
0.09,0.025512621817936187,2017,100,0.472975178040109
0.1,0.028554261642213065,2017,100,0.472975178040109
0.11,0.031679972488047825,2017,100,0.472975178040109
0.12,0.03489477219926206,2017,100,0.472975178040109
0.13,0.03813731763513684,2017,100,0.472975178040109
0.14,0.04140472353547476,2017,100,0.472975178040109
0.15,0.0447200867402193,2017,100,0.472975178040109
0.16,0.04805182435002282,2017,100,0.472975178040109
0.17,0.05139187829804242,2017,100,0.472975178040109
0.18,0.054758578472591066,2017,100,0.472975178040109
0.19,0.05815379180673769,2017,100,0.472975178040109
0.2,0.06156084134895758,2017,100,0.472975178040109
0.21,0.06500985629972655,2017,100,0.472975178040109
0.22,0.06851050338758326,2017,100,0.472975178040109
0.23,0.07210078540029413,2017,100,0.472975178040109
0.24,0.07570593646491752,2017,100,0.472975178040109
0.25,0.07939018498236973,2017,100,0.472975178040109
0.26,0.08326379069144811,2017,100,0.472975178040109
0.27,0.08718632037778697,2017,100,0.472975178040109
0.28,0.09123313024889523,2017,100,0.472975178040109
0.29,0.09528185132816497,2017,100,0.472975178040109
0.3,0.09940527186773755,2017,100,0.472975178040109
0.31,0.10355651930297367,2017,100,0.472975178040109
0.32,0.10776610655181787,2017,100,0.472975178040109
0.33,0.11206783026824493,2017,100,0.472975178040109
0.34,0.11653495097205006,2017,100,0.472975178040109
0.35000000000000003,0.1210226817314342,2017,100,0.472975178040109
0.36,0.12575067865968728,2017,100,0.472975178040109
0.37,0.1305904997133409,2017,100,0.472975178040109
0.38,0.13550537442803776,2017,100,0.472975178040109
0.39,0.14045094654023138,2017,100,0.472975178040109
0.4,0.14542157835480457,2017,100,0.472975178040109
0.41000000000000003,0.15058116888517106,2017,100,0.472975178040109
0.42,0.1557802675564504,2017,100,0.472975178040109
0.43,0.16098399297490057,2017,100,0.472975178040109
0.44,0.16620507422962777,2017,100,0.472975178040109
0.45,0.17146757483342936,2017,100,0.472975178040109
0.46,0.17683652013888743,2017,100,0.472975178040109
0.47000000000000003,0.18220699293503828,2017,100,0.472975178040109
0.48,0.1876149224594808,2017,100,0.472975178040109
0.49,0.19324265568085522,2017,100,0.472975178040109
0.5,0.1989993843843549,2017,100,0.472975178040109
0.51,0.20476733682381437,2017,100,0.472975178040109
0.52,0.21096638846018712,2017,100,0.472975178040109
0.53,0.21750565728684565,2017,100,0.472975178040109
0.54,0.22439212401004768,2017,100,0.472975178040109
0.55,0.23128630935771644,2017,100,0.472975178040109
0.56,0.23831645613540398,2017,100,0.472975178040109
0.5700000000000001,0.2455441436176562,2017,100,0.472975178040109
0.58,0.252882614760634,2017,100,0.472975178040109
0.59,0.2603555050845738,2017,100,0.472975178040109
0.6,0.2678880191998053,2017,100,0.472975178040109
0.61,0.27542625956033917,2017,100,0.472975178040109
0.62,0.2829737755527609,2017,100,0.472975178040109
0.63,0.2906203718231127,2017,100,0.472975178040109
0.64,0.2982983148589852,2017,100,0.472975178040109
0.65,0.3060217653108103,2017,100,0.472975178040109
0.66,0.3143185413151624,2017,100,0.472975178040109
0.67,0.3228620550310769,2017,100,0.472975178040109
0.68,0.3315050622591186,2017,100,0.472975178040109
0.6900000000000001,0.3405156634430022,2017,100,0.472975178040109
0.7000000000000001,0.3495735799424505,2017,100,0.472975178040109
0.71,0.35899515729368614,2017,100,0.472975178040109
0.72,0.36843808999789207,2017,100,0.472975178040109
0.73,0.3780027792065924,2017,100,0.472975178040109
0.74,0.38761849545944904,2017,100,0.472975178040109
0.75,0.39724753851516126,2017,100,0.472975178040109
0.76,0.40761604940816965,2017,100,0.472975178040109
0.77,0.4185776989576182,2017,100,0.472975178040109
0.78,0.4298174108466037,2017,100,0.472975178040109
0.79,0.44194291237455924,2017,100,0.472975178040109
0.8,0.45454324213249686,2017,100,0.472975178040109
0.81,0.467479368950648,2017,100,0.472975178040109
0.8200000000000001,0.4806354987036476,2017,100,0.472975178040109
0.8300000000000001,0.4938266869507593,2017,100,0.472975178040109
0.84,0.5074294343206084,2017,100,0.472975178040109
0.85,0.5218447477055429,2017,100,0.472975178040109
0.86,0.5371316458039233,2017,100,0.472975178040109
0.87,0.5525079574516951,2017,100,0.472975178040109
0.88,0.5689794061343465,2017,100,0.472975178040109
0.89,0.5859670359834156,2017,100,0.472975178040109
0.9,0.6048821377112702,2017,100,0.472975178040109
0.91,0.6255602957617505,2017,100,0.472975178040109
0.92,0.6465125830477135,2017,100,0.472975178040109
0.93,0.6674864691996555,2017,100,0.472975178040109
0.9400000000000001,0.6935392028715294,2017,100,0.472975178040109
0.9500000000000001,0.7200815526542943,2017,100,0.472975178040109
0.96,0.7470444125076723,2017,100,0.472975178040109
0.97,0.7780835694437929,2017,100,0.472975178040109
0.98,0.8193709197089349,2017,100,0.472975178040109
0.99,0.9063482837874632,2017,100,0.472975178040109
1.0,1.0,2017,100,0.472975178040109
0.0,0.0,2017,150,0.5410400313379067
0.01,0.0017950613742901802,2017,150,0.5410400313379067
0.02,0.0036118254989411292,2017,150,0.5410400313379067
0.03,0.0054502518333232825,2017,150,0.5410400313379067
0.04,0.007313070113160722,2017,150,0.5410400313379067
0.05,0.00920474994286305,2017,150,0.5410400313379067
0.06,0.011153524492536893,2017,150,0.5410400313379067
0.07,0.013161069441537627,2017,150,0.5410400313379067
0.08,0.015202898249607643,2017,150,0.5410400313379067
0.09,0.017257767626854586,2017,150,0.5410400313379067
0.1,0.019351474927225346,2017,150,0.5410400313379067
0.11,0.021482574201598752,2017,150,0.5410400313379067
0.12,0.023639822182041952,2017,150,0.5410400313379067
0.13,0.025812661412938913,2017,150,0.5410400313379067
0.14,0.02800860880268825,2017,150,0.5410400313379067
0.15,0.030268661062938143,2017,150,0.5410400313379067
0.16,0.03255733500766134,2017,150,0.5410400313379067
0.17,0.034867971838451674,2017,150,0.5410400313379067
0.18,0.03721208847249158,2017,150,0.5410400313379067
0.19,0.03967671888468674,2017,150,0.5410400313379067
0.2,0.042223964343164944,2017,150,0.5410400313379067
0.21,0.04494008517248432,2017,150,0.5410400313379067
0.22,0.047804841463334295,2017,150,0.5410400313379067
0.23,0.05069441875463578,2017,150,0.5410400313379067
0.24,0.053614874492123044,2017,150,0.5410400313379067
0.25,0.05657295531223294,2017,150,0.5410400313379067
0.26,0.05961313766398473,2017,150,0.5410400313379067
0.27,0.06271445866350721,2017,150,0.5410400313379067
0.28,0.065912178523365,2017,150,0.5410400313379067
0.29,0.06918610801003447,2017,150,0.5410400313379067
0.3,0.07249524703348166,2017,150,0.5410400313379067
0.31,0.07591784238715389,2017,150,0.5410400313379067
0.32,0.07945709340240105,2017,150,0.5410400313379067
0.33,0.08312133455698469,2017,150,0.5410400313379067
0.34,0.08679845411822695,2017,150,0.5410400313379067
0.35000000000000003,0.09051360754677333,2017,150,0.5410400313379067
0.36,0.09431823414477093,2017,150,0.5410400313379067
0.37,0.09817597910265681,2017,150,0.5410400313379067
0.38,0.10219195413773713,2017,150,0.5410400313379067
0.39,0.10632108482670656,2017,150,0.5410400313379067
0.4,0.11049261425742996,2017,150,0.5410400313379067
0.41000000000000003,0.1148265021527919,2017,150,0.5410400313379067
0.42,0.11926737001280577,2017,150,0.5410400313379067
0.43,0.123777042077964,2017,150,0.5410400313379067
0.44,0.12834561967788105,2017,150,0.5410400313379067
0.45,0.13294531558937545,2017,150,0.5410400313379067
0.46,0.13759551836853695,2017,150,0.5410400313379067
0.47000000000000003,0.14229424490290268,2017,150,0.5410400313379067
0.48,0.14707867432816998,2017,150,0.5410400313379067
0.49,0.15201666152307428,2017,150,0.5410400313379067
0.5,0.15704068944745994,2017,150,0.5410400313379067
0.51,0.16238340726086054,2017,150,0.5410400313379067
0.52,0.16788472001712165,2017,150,0.5410400313379067
0.53,0.17347975595216683,2017,150,0.5410400313379067
0.54,0.1791686704717426,2017,150,0.5410400313379067
0.55,0.18499263596355875,2017,150,0.5410400313379067
0.56,0.19105241278401455,2017,150,0.5410400313379067
0.5700000000000001,0.19732622047987608,2017,150,0.5410400313379067
0.58,0.20392242077558617,2017,150,0.5410400313379067
0.59,0.21068695590040987,2017,150,0.5410400313379067
0.6,0.21750254519139992,2017,150,0.5410400313379067
0.61,0.22460722633343622,2017,150,0.5410400313379067
0.62,0.23175231972637778,2017,150,0.5410400313379067
0.63,0.238942332136878,2017,150,0.5410400313379067
0.64,0.24626773673658406,2017,150,0.5410400313379067
0.65,0.2536611212153,2017,150,0.5410400313379067
0.66,0.2612900670221066,2017,150,0.5410400313379067
0.67,0.2692019560178089,2017,150,0.5410400313379067
0.68,0.27751885941641424,2017,150,0.5410400313379067
0.6900000000000001,0.2866593693533449,2017,150,0.5410400313379067
0.7000000000000001,0.2961248597336448,2017,150,0.5410400313379067
0.71,0.30587106356821386,2017,150,0.5410400313379067
0.72,0.3158995855903062,2017,150,0.5410400313379067
0.73,0.32619074670265324,2017,150,0.5410400313379067
0.74,0.33654174578423907,2017,150,0.5410400313379067
0.75,0.3469534679721425,2017,150,0.5410400313379067
0.76,0.35748461609797455,2017,150,0.5410400313379067
0.77,0.3683551028068136,2017,150,0.5410400313379067
0.78,0.3799764830564662,2017,150,0.5410400313379067
0.79,0.3920157730076097,2017,150,0.5410400313379067
0.8,0.4044349759551837,2017,150,0.5410400313379067
0.81,0.41738509898754855,2017,150,0.5410400313379067
0.8200000000000001,0.4304662628482125,2017,150,0.5410400313379067
0.8300000000000001,0.44367935605264003,2017,150,0.5410400313379067
0.84,0.45758174806802787,2017,150,0.5410400313379067
0.85,0.4727646564088738,2017,150,0.5410400313379067
0.86,0.4890132495223385,2017,150,0.5410400313379067
0.87,0.5064732844852531,2017,150,0.5410400313379067
0.88,0.5244422394846475,2017,150,0.5410400313379067
0.89,0.5427484925220275,2017,150,0.5410400313379067
0.9,0.562175619642408,2017,150,0.5410400313379067
0.91,0.5832128009740564,2017,150,0.5410400313379067
0.92,0.6053346198226449,2017,150,0.5410400313379067
0.93,0.6295492338074392,2017,150,0.5410400313379067
0.9400000000000001,0.6571430916993571,2017,150,0.5410400313379067
0.9500000000000001,0.6859305231582435,2017,150,0.5410400313379067
0.96,0.7193881946024544,2017,150,0.5410400313379067
0.97,0.7560360960252106,2017,150,0.5410400313379067
0.98,0.7968015132465662,2017,150,0.5410400313379067
0.99,0.8744269573564942,2017,150,0.5410400313379067
1.0,1.0,2017,150,0.5410400313379067
0.0,0.0,2017,200,0.5987366225077446
0.01,0.0012179169647596468,2017,200,0.5987366225077446
0.02,0.002456326961690809,2017,200,0.5987366225077446
0.03,0.0037125291076027392,2017,200,0.5987366225077446
0.04,0.004975344207322229,2017,200,0.5987366225077446
0.05,0.006261081191003473,2017,200,0.5987366225077446
0.06,0.007581424454992052,2017,200,0.5987366225077446
0.07,0.008946128268077566,2017,200,0.5987366225077446
0.08,0.010359240716577085,2017,200,0.5987366225077446
0.09,0.011830833439247464,2017,200,0.5987366225077446
0.1,0.013347538035835228,2017,200,0.5987366225077446
0.11,0.014920734486594912,2017,200,0.5987366225077446
0.12,0.01650242868015138,2017,200,0.5987366225077446
0.13,0.018102083423079406,2017,200,0.5987366225077446
0.14,0.019741331688657392,2017,200,0.5987366225077446
0.15,0.021434655910493275,2017,200,0.5987366225077446
0.16,0.023156077089838648,2017,200,0.5987366225077446
0.17,0.024972955383009494,2017,200,0.5987366225077446
0.18,0.02683054770912286,2017,200,0.5987366225077446
0.19,0.028740357110257325,2017,200,0.5987366225077446
0.2,0.030689164155735877,2017,200,0.5987366225077446
0.21,0.032675582780803555,2017,200,0.5987366225077446
0.22,0.034713933495615606,2017,200,0.5987366225077446
0.23,0.03691059353164643,2017,200,0.5987366225077446
0.24,0.03915202216387494,2017,200,0.5987366225077446
0.25,0.04141526512364886,2017,200,0.5987366225077446
0.26,0.04371106765128821,2017,200,0.5987366225077446
0.27,0.046049611493497664,2017,200,0.5987366225077446
0.28,0.0484254624992052,2017,200,0.5987366225077446
0.29,0.05085416531986835,2017,200,0.5987366225077446
0.3,0.05337934861057792,2017,200,0.5987366225077446
0.31,0.05598853131160115,2017,200,0.5987366225077446
0.32,0.05862138722140657,2017,200,0.5987366225077446
0.33,0.0613201200687014,2017,200,0.5987366225077446
0.34,0.06407603780254563,2017,200,0.5987366225077446
0.35000000000000003,0.06685347840172046,2017,200,0.5987366225077446
0.36,0.0697025085977953,2017,200,0.5987366225077446
0.37,0.07262422947024845,2017,200,0.5987366225077446
0.38,0.07558157350229178,2017,200,0.5987366225077446
0.39,0.07865684962339292,2017,200,0.5987366225077446
0.4,0.08189051278897014,2017,200,0.5987366225077446
0.41000000000000003,0.08540144072104489,2017,200,0.5987366225077446
0.42,0.08907974568768862,2017,200,0.5987366225077446
0.43,0.09280966537410947,2017,200,0.5987366225077446
0.44,0.09660901136010253,2017,200,0.5987366225077446
0.45,0.10052123742342972,2017,200,0.5987366225077446
0.46,0.10459767329859143,2017,200,0.5987366225077446
0.47000000000000003,0.10878747502144533,2017,200,0.5987366225077446
0.48,0.1130903381759003,2017,200,0.5987366225077446
0.49,0.11758162193683494,2017,200,0.5987366225077446
0.5,0.12226883307551557,2017,200,0.5987366225077446
0.51,0.1269831761079277,2017,200,0.5987366225077446
0.52,0.1318272845953197,2017,200,0.5987366225077446
0.53,0.13676062585901605,2017,200,0.5987366225077446
0.54,0.14200401167297103,2017,200,0.5987366225077446
0.55,0.1473317984674023,2017,200,0.5987366225077446
0.56,0.15289706219753793,2017,200,0.5987366225077446
0.5700000000000001,0.15861104938049356,2017,200,0.5987366225077446
0.58,0.16444541693511147,2017,200,0.5987366225077446
0.59,0.1703321440573889,2017,200,0.5987366225077446
0.6,0.17630270218958916,2017,200,0.5987366225077446
0.61,0.18240263716048288,2017,200,0.5987366225077446
0.62,0.1887182930319785,2017,200,0.5987366225077446
0.63,0.19535205724167634,2017,200,0.5987366225077446
0.64,0.20234699495105188,2017,200,0.5987366225077446
0.65,0.20951993835043048,2017,200,0.5987366225077446
0.66,0.21685850353415098,2017,200,0.5987366225077446
0.67,0.22455519157970066,2017,200,0.5987366225077446
0.68,0.23264412299702875,2017,200,0.5987366225077446
0.6900000000000001,0.24120612349677642,2017,200,0.5987366225077446
0.7000000000000001,0.24990988474087864,2017,200,0.5987366225077446
0.71,0.2590020291016472,2017,200,0.5987366225077446
0.72,0.26815220682785734,2017,200,0.5987366225077446
0.73,0.2774837582518863,2017,200,0.5987366225077446
0.74,0.2869442978983223,2017,200,0.5987366225077446
0.75,0.29693679494844943,2017,200,0.5987366225077446
0.76,0.3074406074005197,2017,200,0.5987366225077446
0.77,0.3192247939315183,2017,200,0.5987366225077446
0.78,0.3314466142165514,2017,200,0.5987366225077446
0.79,0.3442317856242817,2017,200,0.5987366225077446
0.8,0.3574024967728494,2017,200,0.5987366225077446
0.81,0.3706437353004675,2017,200,0.5987366225077446
0.8200000000000001,0.38409456106830014,2017,200,0.5987366225077446
0.8300000000000001,0.398156013130075,2017,200,0.5987366225077446
0.84,0.4132411582135856,2017,200,0.5987366225077446
0.85,0.4291004593243721,2017,200,0.5987366225077446
0.86,0.4456584277487936,2017,200,0.5987366225077446
0.87,0.46249366741665077,2017,200,0.5987366225077446
0.88,0.4800461437796966,2017,200,0.5987366225077446
0.89,0.49953297066236557,2017,200,0.5987366225077446
0.9,0.5212356034101105,2017,200,0.5987366225077446
0.91,0.5441375902179996,2017,200,0.5987366225077446
0.92,0.5676554625935741,2017,200,0.5987366225077446
0.93,0.593726019339062,2017,200,0.5987366225077446
0.9400000000000001,0.621679791177816,2017,200,0.5987366225077446
0.9500000000000001,0.6531927376606059,2017,200,0.5987366225077446
0.96,0.6897330770253478,2017,200,0.5987366225077446
0.97,0.7310098069198194,2017,200,0.5987366225077446
0.98,0.7779729970102907,2017,200,0.5987366225077446
0.99,0.8414562265756271,2017,200,0.5987366225077446
1.0,1.0,2017,200,0.5987366225077446
0.0,0.0,2017,300,0.6783025075548358
0.01,0.0008150800381526827,2017,300,0.6783025075548358
0.02,0.001646849075834988,2017,300,0.6783025075548358
0.03,0.0024946353232782994,2017,300,0.6783025075548358
0.04,0.0033603919470321137,2017,300,0.6783025075548358
0.05,0.004239870498837493,2017,300,0.6783025075548358
0.06,0.005149075747904171,2017,300,0.6783025075548358
0.07,0.006088523977109884,2017,300,0.6783025075548358
0.08,0.007052585837004644,2017,300,0.6783025075548358
0.09,0.008041273768139724,2017,300,0.6783025075548358
0.1,0.009070810249372094,2017,300,0.6783025075548358
0.11,0.01011278728187515,2017,300,0.6783025075548358
0.12,0.011174849584404723,2017,300,0.6783025075548358
0.13,0.012257438796530927,2017,300,0.6783025075548358
0.14,0.013350596256961576,2017,300,0.6783025075548358
0.15,0.014461531265158034,2017,300,0.6783025075548358
0.16,0.015600569478674968,2017,300,0.6783025075548358
0.17,0.01675428132241567,2017,300,0.6783025075548358
0.18,0.017925633867858205,2017,300,0.6783025075548358
0.19,0.019111585400216888,2017,300,0.6783025075548358
0.2,0.020315768560462757,2017,300,0.6783025075548358
0.21,0.021541200182278956,2017,300,0.6783025075548358
0.22,0.022803891255150855,2017,300,0.6783025075548358
0.23,0.024097235846353718,2017,300,0.6783025075548358
0.24,0.02542278902479638,2017,300,0.6783025075548358
0.25,0.026771375883916718,2017,300,0.6783025075548358
0.26,0.028169843133356864,2017,300,0.6783025075548358
0.27,0.02958662909454309,2017,300,0.6783025075548358
0.28,0.031069455722149742,2017,300,0.6783025075548358
0.29,0.032571005379418774,2017,300,0.6783025075548358
0.3,0.034088982784640745,2017,300,0.6783025075548358
0.31,0.03568720174555863,2017,300,0.6783025075548358
0.32,0.037334567104271354,2017,300,0.6783025075548358
0.33,0.03905046745993427,2017,300,0.6783025075548358
0.34,0.040796784963454014,2017,300,0.6783025075548358
0.35000000000000003,0.042589281793290544,2017,300,0.6783025075548358
0.36,0.04440531614613119,2017,300,0.6783025075548358
0.37,0.04626812075147399,2017,300,0.6783025075548358
0.38,0.048218749428512175,2017,300,0.6783025075548358
0.39,0.05026660101373076,2017,300,0.6783025075548358
0.4,0.05244574395678451,2017,300,0.6783025075548358
0.41000000000000003,0.054713438743783004,2017,300,0.6783025075548358
0.42,0.05701188035324697,2017,300,0.6783025075548358
0.43,0.059398662317284065,2017,300,0.6783025075548358
0.44,0.06186559875315819,2017,300,0.6783025075548358
0.45,0.0644876439822752,2017,300,0.6783025075548358
0.46,0.06722858978016177,2017,300,0.6783025075548358
0.47000000000000003,0.07005116425521096,2017,300,0.6783025075548358
0.48,0.07296545047422759,2017,300,0.6783025075548358
0.49,0.07614794875836456,2017,300,0.6783025075548358
0.5,0.07940122755895608,2017,300,0.6783025075548358
0.51,0.08272626967955254,2017,300,0.6783025075548358
0.52,0.08613363092790713,2017,300,0.6783025075548358
0.53,0.08966914851517667,2017,300,0.6783025075548358
0.54,0.09339699702509098,2017,300,0.6783025075548358
0.55,0.09721617162188338,2017,300,0.6783025075548358
0.56,0.10116401884046847,2017,300,0.6783025075548358
0.5700000000000001,0.10518591844049234,2017,300,0.6783025075548358
0.58,0.10937347020096093,2017,300,0.6783025075548358
0.59,0.11365863052669935,2017,300,0.6783025075548358
0.6,0.11827255730086814,2017,300,0.6783025075548358
0.61,0.12341030592684035,2017,300,0.6783025075548358
0.62,0.1287590152009852,2017,300,0.6783025075548358
0.63,0.1342810089137794,2017,300,0.6783025075548358
0.64,0.14007989819648084,2017,300,0.6783025075548358
0.65,0.14614026298578953,2017,300,0.6783025075548358
0.66,0.15254933020693986,2017,300,0.6783025075548358
0.67,0.15930777786997607,2017,300,0.6783025075548358
0.68,0.16623047813143915,2017,300,0.6783025075548358
0.6900000000000001,0.17347901509150843,2017,300,0.6783025075548358
0.7000000000000001,0.18112059260814797,2017,300,0.6783025075548358
0.71,0.18919862198501686,2017,300,0.6783025075548358
0.72,0.19755604748259847,2017,300,0.6783025075548358
0.73,0.20607149286242032,2017,300,0.6783025075548358
0.74,0.21480167459772545,2017,300,0.6783025075548358
0.75,0.2239726934875829,2017,300,0.6783025075548358
0.76,0.23395569471832664,2017,300,0.6783025075548358
0.77,0.24434368565513623,2017,300,0.6783025075548358
0.78,0.2552838442398195,2017,300,0.6783025075548358
0.79,0.26713195779816673,2017,300,0.6783025075548358
0.8,0.27963380366496154,2017,300,0.6783025075548358
0.81,0.2927521286094238,2017,300,0.6783025075548358
0.8200000000000001,0.3061150036904897,2017,300,0.6783025075548358
0.8300000000000001,0.3199445425105457,2017,300,0.6783025075548358
0.84,0.3348847488669457,2017,300,0.6783025075548358
0.85,0.3520134099190257,2017,300,0.6783025075548358
0.86,0.3702179982680264,2017,300,0.6783025075548358
0.87,0.3892211456030924,2017,300,0.6783025075548358
0.88,0.40850112630530927,2017,300,0.6783025075548358
0.89,0.42920711141720397,2017,300,0.6783025075548358
0.9,0.4517235699555213,2017,300,0.6783025075548358
0.91,0.4756879407143041,2017,300,0.6783025075548358
0.92,0.5006504231218095,2017,300,0.6783025075548358
0.93,0.5295862247766268,2017,300,0.6783025075548358
0.9400000000000001,0.5622021094447549,2017,300,0.6783025075548358
0.9500000000000001,0.5969394128980405,2017,300,0.6783025075548358
0.96,0.636671535483749,2017,300,0.6783025075548358
0.97,0.6843663510954963,2017,300,0.6783025075548358
0.98,0.7416691164185544,2017,300,0.6783025075548358
0.99,0.8129357225329111,2017,300,0.6783025075548358
1.0,1.0,2017,300,0.6783025075548358
