p,lorenz,year,top_n,gini
0.26,0.0805441331538451,2014,100,0.5216846078749311
0.27,0.08415607090558516,2014,100,0.5216846078749311
0.28,0.08784363069201634,2014,100,0.5216846078749311
0.29,0.09160272677287572,2014,100,0.5216846078749311
0.3,0.09546109021420228,2014,100,0.5216846078749311
0.31,0.09939875823243063,2014,100,0.5216846078749311
0.32,0.10339058918901299,2014,100,0.5216846078749311
0.33,0.10741923660774533,2014,100,0.5216846078749311
0.34,0.11149650075162389,2014,100,0.5216846078749311
0.35000000000000003,0.11570633641508658,2014,100,0.5216846078749311
0.36,0.1199606493036922,2014,100,0.5216846078749311
0.37,0.12424332941526373,2014,100,0.5216846078749311
0.38,0.12856429542188683,2014,100,0.5216846078749311
0.39,0.13289105852050578,2014,100,0.5216846078749311
0.4,0.13736466634975897,2014,100,0.5216846078749311
0.41000000000000003,0.14184278103724082,2014,100,0.5216846078749311
0.42,0.14632112868359726,2014,100,0.5216846078749311
0.43,0.15093413551945287,2014,100,0.5216846078749311
0.44,0.1555766833326043,2014,100,0.5216846078749311
0.45,0.16022527911653967,2014,100,0.5216846078749311
0.46,0.16495957688647275,2014,100,0.5216846078749311
0.47000000000000003,0.16972925752548113,2014,100,0.5216846078749311
0.48,0.17463273719814376,2014,100,0.5216846078749311
0.49,0.17961226002346325,2014,100,0.5216846078749311
0.5,0.1846430696410306,2014,100,0.5216846078749311
0.51,0.18970852741122246,2014,100,0.5216846078749311
0.52,0.19478371569440892,2014,100,0.5216846078749311
0.53,0.20003399945175818,2014,100,0.5216846078749311
0.54,0.205307847895273,2014,100,0.5216846078749311
0.55,0.21063145993839386,2014,100,0.5216846078749311
0.56,0.21617218965268,2014,100,0.5216846078749311
0.5700000000000001,0.22178472446009592,2014,100,0.5216846078749311
0.58,0.22745247948075833,2014,100,0.5216846078749311
0.59,0.23317622527094506,2014,100,0.5216846078749311
0.6,0.23920202016201716,2014,100,0.5216846078749311
0.61,0.245234597740324,2014,100,0.5216846078749311
0.62,0.2512681071541294,2014,100,0.5216846078749311
0.63,0.25744858673796306,2014,100,0.5216846078749311
0.64,0.2636660799029945,2014,100,0.5216846078749311
0.65,0.2700951714058536,2014,100,0.5216846078749311
0.66,0.27659621136114987,2014,100,0.5216846078749311
0.67,0.28321739537606383,2014,100,0.5216846078749311
0.68,0.2899554620263505,2014,100,0.5216846078749311
0.6900000000000001,0.2967517863152109,2014,100,0.5216846078749311
0.7000000000000001,0.30391435779483356,2014,100,0.5216846078749311
0.71,0.31108324604394166,2014,100,0.5216846078749311
0.72,0.3186734314578812,2014,100,0.5216846078749311
0.73,0.32626488918567453,2014,100,0.5216846078749311
0.74,0.33405428131730214,2014,100,0.5216846078749311
0.75,0.3423070196906338,2014,100,0.5216846078749311
0.76,0.35063823832484936,2014,100,0.5216846078749311
0.77,0.3595804184876808,2014,100,0.5216846078749311
0.78,0.36895462984349053,2014,100,0.5216846078749311
0.79,0.3786840945231709,2014,100,0.5216846078749311
0.8,0.38872895863924495,2014,100,0.5216846078749311
0.81,0.4000250627909287,2014,100,0.5216846078749311
0.8200000000000001,0.4115073548431909,2014,100,0.5216846078749311
0.8300000000000001,0.4230176736400637,2014,100,0.5216846078749311
0.84,0.43523351734874305,2014,100,0.5216846078749311
0.85,0.44789016404802673,2014,100,0.5216846078749311
0.86,0.46100086551389896,2014,100,0.5216846078749311
0.87,0.4743050572450739,2014,100,0.5216846078749311
0.88,0.4901102775344801,2014,100,0.5216846078749311
0.89,0.5059476909483703,2014,100,0.5216846078749311
0.9,0.5288794457714837,2014,100,0.5216846078749311
0.91,0.5519426162797647,2014,100,0.5216846078749311
0.92,0.5805650367328657,2014,100,0.5216846078749311
0.93,0.6116993093719122,2014,100,0.5216846078749311
0.9400000000000001,0.6433237902029006,2014,100,0.5216846078749311
0.9500000000000001,0.6830286287999427,2014,100,0.5216846078749311
0.96,0.7248479634224462,2014,100,0.5216846078749311
0.97,0.7688603370509925,2014,100,0.5216846078749311
0.98,0.8244339757903044,2014,100,0.5216846078749311
0.99,0.8960597712261419,2014,100,0.5216846078749311
1.0,1.0,2014,100,0.5216846078749311
0.0,0.0,2014,150,0.5729971875018518
0.01,0.0017009232832069093,2014,150,0.5729971875018518
0.02,0.003408339722311065,2014,150,0.5729971875018518
0.03,0.005167845244325086,2014,150,0.5729971875018518
0.04,0.006938495980765267,2014,150,0.5729971875018518
0.05,0.008745426198383224,2014,150,0.5729971875018518
0.06,0.010573520816552327,2014,150,0.5729971875018518
0.07,0.012428525045363941,2014,150,0.5729971875018518
0.08,0.014362334816887949,2014,150,0.5729971875018518
0.09,0.016388376169299224,2014,150,0.5729971875018518
0.1,0.01844622576642233,2014,150,0.5729971875018518
0.11,0.020545956219082666,2014,150,0.5729971875018518
0.12,0.022690653831127595,2014,150,0.5729971875018518
0.13,0.02490089533140365,2014,150,0.5729971875018518
0.14,0.027153013577624598,2014,150,0.5729971875018518
0.15,0.02945124966908535,2014,150,0.5729971875018518
0.16,0.03176604741767642,2014,150,0.5729971875018518
0.17,0.03413866302089936,2014,150,0.5729971875018518
0.18,0.03655404304201263,2014,150,0.5729971875018518
0.19,0.03912108345884234,2014,150,0.5729971875018518
0.2,0.041781929430425545,2014,150,0.5729971875018518
0.21,0.04448334118799717,2014,150,0.5729971875018518
0.22,0.047233352984581985,2014,150,0.5729971875018518
0.23,0.050038203181352145,2014,150,0.5729971875018518
0.24,0.052876258884229733,2014,150,0.5729971875018518
0.25,0.05576933791894797,2014,150,0.5729971875018518
0.26,0.058698293694794665,2014,150,0.5729971875018518
0.27,0.061712207073086785,2014,150,0.5729971875018518
0.28,0.06478263556523896,2014,150,0.5729971875018518
0.29,0.06793736412506216,2014,150,0.5729971875018518
0.3,0.07114089820351555,2014,150,0.5729971875018518
0.31,0.0745508694339856,2014,150,0.5729971875018518
0.32,0.07798549821849583,2014,150,0.5729971875018518
0.33,0.08149980788888689,2014,150,0.5729971875018518
0.34,0.08506819157528803,2014,150,0.5729971875018518
0.35000000000000003,0.08872616026510949,2014,150,0.5729971875018518
0.36,0.0924522249000052,2014,150,0.5729971875018518
0.37,0.09625746905051626,2014,150,0.5729971875018518
0.38,0.10013803380943535,2014,150,0.5729971875018518
0.39,0.10409384931369275,2014,150,0.5729971875018518
0.4,0.10815069503603739,2014,150,0.5729971875018518
0.41000000000000003,0.11227553807324016,2014,150,0.5729971875018518
0.42,0.11654660040590115,2014,150,0.5729971875018518
0.43,0.12089120389348695,2014,150,0.5729971875018518
0.44,0.12526412247229557,2014,150,0.5729971875018518
0.45,0.12978905487176187,2014,150,0.5729971875018518
0.46,0.13434143112887484,2014,150,0.5729971875018518
0.47000000000000003,0.13895745675215024,2014,150,0.5729971875018518
0.48,0.14362921666674106,2014,150,0.5729971875018518
0.49,0.14839798350851827,2014,150,0.5729971875018518
0.5,0.15325324083068373,2014,150,0.5729971875018518
0.51,0.15821758728151528,2014,150,0.5729971875018518
0.52,0.16325693379255232,2014,150,0.5729971875018518
0.53,0.16847492839220282,2014,150,0.5729971875018518
0.54,0.1738567313425268,2014,150,0.5729971875018518
0.55,0.17936632206666406,2014,150,0.5729971875018518
0.56,0.18495428271672557,2014,150,0.5729971875018518
0.5700000000000001,0.19076735861598929,2014,150,0.5729971875018518
0.58,0.19664725648670178,2014,150,0.5729971875018518
0.59,0.20259550509721364,2014,150,0.5729971875018518
0.6,0.20868377573793503,2014,150,0.5729971875018518
0.61,0.2148457067117591,2014,150,0.5729971875018518
0.62,0.2211313775109414,2014,150,0.5729971875018518
0.63,0.22752223332606675,2014,150,0.5729971875018518
0.64,0.2339972535923159,2014,150,0.5729971875018518
0.65,0.24062163699216343,2014,150,0.5729971875018518
0.66,0.24743851369721784,2014,150,0.5729971875018518
0.67,0.254376730225704,2014,150,0.5729971875018518
0.68,0.26135565637591046,2014,150,0.5729971875018518
0.6900000000000001,0.26859078273177905,2014,150,0.5729971875018518
0.7000000000000001,0.27589317489506926,2014,150,0.5729971875018518
0.71,0.28355007693197953,2014,150,0.5729971875018518
0.72,0.29132350235009913,2014,150,0.5729971875018518
0.73,0.2993378361807836,2014,150,0.5729971875018518
0.74,0.3076354688690202,2014,150,0.5729971875018518
0.75,0.3160049043546218,2014,150,0.5729971875018518
0.76,0.3245431125784438,2014,150,0.5729971875018518
0.77,0.3334224539528192,2014,150,0.5729971875018518
0.78,0.3424780064275504,2014,150,0.5729971875018518
0.79,0.3517762138915909,2014,150,0.5729971875018518
0.8,0.36146382988740317,2014,150,0.5729971875018518
0.81,0.37152135439933387,2014,150,0.5729971875018518
0.8200000000000001,0.38196651209914545,2014,150,0.5729971875018518
0.8300000000000001,0.39289712772289986,2014,150,0.5729971875018518
0.84,0.4043247738826267,2014,150,0.5729971875018518
0.85,0.41682724693255707,2014,150,0.5729971875018518
0.86,0.4300519150827702,2014,150,0.5729971875018518
0.87,0.44444740609065747,2014,150,0.5729971875018518
0.88,0.4601614844583971,2014,150,0.5729971875018518
0.89,0.47632312208951993,2014,150,0.5729971875018518
0.9,0.49353631398942466,2014,150,0.5729971875018518
0.91,0.5116652052545347,2014,150,0.5729971875018518
0.92,0.5322658437092938,2014,150,0.5729971875018518
0.93,0.5573118117598929,2014,150,0.5729971875018518
0.9400000000000001,0.5889861412957248,2014,150,0.5729971875018518
0.9500000000000001,0.6295222889041938,2014,150,0.5729971875018518
0.96,0.6728122989972701,2014,150,0.5729971875018518
0.97,0.7284154491115794,2014,150,0.5729971875018518
0.98,0.7879700051375658,2014,150,0.5729971875018518
0.99,0.8718010820211426,2014,150,0.5729971875018518
1.0,1.0,2014,150,0.5729971875018518
0.0,0.0,2014,200,0.6238032915947977
0.01,0.0011349034168361336,2014,200,0.6238032915947977
0.02,0.002319126440143953,2014,200,0.6238032915947977
0.03,0.003550364489176181,2014,200,0.6238032915947977
0.04,0.004819793860934684,2014,200,0.6238032915947977
0.05,0.006129655996968182,2014,200,0.6238032915947977
0.06,0.007479240581292926,2014,200,0.6238032915947977
0.07,0.008843860187273704,2014,200,0.6238032915947977
0.08,0.010230152323158668,2014,200,0.6238032915947977
0.09,0.011643870548416186,2014,200,0.6238032915947977
0.1,0.013073578775707894,2014,200,0.6238032915947977
0.11,0.014553380064653593,2014,200,0.6238032915947977
0.12,0.016072895909490716,2014,200,0.6238032915947977
0.13,0.017627083066734644,2014,200,0.6238032915947977
0.14,0.0192111192800957,2014,200,0.6238032915947977
0.15,0.020846503446682034,2014,200,0.6238032915947977
0.16,0.022518508348430572,2014,200,0.6238032915947977
0.17,0.024205603518633885,2014,200,0.6238032915947977
0.18,0.02593751173501198,2014,200,0.6238032915947977
0.19,0.02770212605624184,2014,200,0.6238032915947977
0.2,0.029531079220799783,2014,200,0.6238032915947977
0.21,0.031457716617922946,2014,200,0.6238032915947977
0.22,0.033415268545138856,2014,200,0.6238032915947977
0.23,0.03544012685801495,2014,200,0.6238032915947977
0.24,0.03758613350811947,2014,200,0.6238032915947977
0.25,0.03975879279241424,2014,200,0.6238032915947977
0.26,0.041937466085371425,2014,200,0.6238032915947977
0.27,0.04415733770538609,2014,200,0.6238032915947977
0.28,0.04642142254918926,2014,200,0.6238032915947977
0.29,0.0487399728441464,2014,200,0.6238032915947977
0.3,0.05108658062046164,2014,200,0.6238032915947977
0.31,0.053550098515302264,2014,200,0.6238032915947977
0.32,0.056145088006335137,2014,200,0.6238032915947977
0.33,0.0588033666515201,2014,200,0.6238032915947977
0.34,0.06154729361954563,2014,200,0.6238032915947977
0.35000000000000003,0.0643888653581373,2014,200,0.6238032915947977
0.36,0.067301421340705,2014,200,0.6238032915947977
0.37,0.07026186051297725,2014,200,0.6238032915947977
0.38,0.07331024469643754,2014,200,0.6238032915947977
0.39,0.07648366027783741,2014,200,0.6238032915947977
0.4,0.07987952314814822,2014,200,0.6238032915947977
0.41000000000000003,0.0833399142793828,2014,200,0.6238032915947977
0.42,0.0869057636570047,2014,200,0.6238032915947977
0.43,0.09053275545602783,2014,200,0.6238032915947977
0.44,0.09423721115927877,2014,200,0.6238032915947977
0.45,0.09804245280822398,2014,200,0.6238032915947977
0.46,0.10196574897366838,2014,200,0.6238032915947977
0.47000000000000003,0.10600784943359486,2014,200,0.6238032915947977
0.48,0.11024670742101993,2014,200,0.6238032915947977
0.49,0.11464368174642771,2014,200,0.6238032915947977
0.5,0.11914755073498999,2014,200,0.6238032915947977
0.51,0.1237758591915054,2014,200,0.6238032915947977
0.52,0.12853522883942245,2014,200,0.6238032915947977
0.53,0.13341428673060132,2014,200,0.6238032915947977
0.54,0.1384240743323894,2014,200,0.6238032915947977
0.55,0.14360954675415824,2014,200,0.6238032915947977
0.56,0.1489081725121384,2014,200,0.6238032915947977
0.5700000000000001,0.1544468929650258,2014,200,0.6238032915947977
0.58,0.1600425649750102,2014,200,0.6238032915947977
0.59,0.1658367308404536,2014,200,0.6238032915947977
0.6,0.1717086447365183,2014,200,0.6238032915947977
0.61,0.17767748519476556,2014,200,0.6238032915947977
0.62,0.18380479714898737,2014,200,0.6238032915947977
0.63,0.19009504769748153,2014,200,0.6238032915947977
0.64,0.1965248279823836,2014,200,0.6238032915947977
0.65,0.20323468585967816,2014,200,0.6238032915947977
0.66,0.21021940445308454,2014,200,0.6238032915947977
0.67,0.21735951650653593,2014,200,0.6238032915947977
0.68,0.2248151824895682,2014,200,0.6238032915947977
0.6900000000000001,0.2323937252453894,2014,200,0.6238032915947977
0.7000000000000001,0.24014555353164616,2014,200,0.6238032915947977
0.71,0.24803487531515733,2014,200,0.6238032915947977
0.72,0.25618765329704135,2014,200,0.6238032915947977
0.73,0.26445259806515925,2014,200,0.6238032915947977
0.74,0.2729732250178277,2014,200,0.6238032915947977
0.75,0.2817908508681016,2014,200,0.6238032915947977
0.76,0.29072326378134944,2014,200,0.6238032915947977
0.77,0.2999934714068694,2014,200,0.6238032915947977
0.78,0.3095633534535334,2014,200,0.6238032915947977
0.79,0.3194996243770154,2014,200,0.6238032915947977
0.8,0.32984923606384114,2014,200,0.6238032915947977
0.81,0.34047767834388787,2014,200,0.6238032915947977
0.8200000000000001,0.35139846300564664,2014,200,0.6238032915947977
0.8300000000000001,0.36278800096988134,2014,200,0.6238032915947977
0.84,0.3745555296386684,2014,200,0.6238032915947977
0.85,0.38685125716537166,2014,200,0.6238032915947977
0.86,0.3998518233503499,2014,200,0.6238032915947977
0.87,0.41340008262079825,2014,200,0.6238032915947977
0.88,0.42800810176940185,2014,200,0.6238032915947977
0.89,0.4441421401002938,2014,200,0.6238032915947977
0.9,0.4615604060526057,2014,200,0.6238032915947977
0.91,0.4816248121391802,2014,200,0.6238032915947977
0.92,0.5025240604938556,2014,200,0.6238032915947977
0.93,0.5252212922361974,2014,200,0.6238032915947977
0.9400000000000001,0.5508623891111909,2014,200,0.6238032915947977
0.9500000000000001,0.5850123059087229,2014,200,0.6238032915947977
0.96,0.6305396852987653,2014,200,0.6238032915947977
0.97,0.6858208870056641,2014,200,0.6238032915947977
0.98,0.757631654660406,2014,200,0.6238032915947977
0.99,0.8453522375671696,2014,200,0.6238032915947977
1.0,1.0,2014,200,0.6238032915947977
0.0,0.0,2014,300,0.7029906270603624
0.01,0.0006549155114070374,2014,300,0.7029906270603624
0.02,0.0013210495606401894,2014,300,0.7029906270603624
0.03,0.002003328847519762,2014,300,0.7029906270603624
0.04,0.0026970402133941304,2014,300,0.7029906270603624
0.05,0.003400711749493452,2014,300,0.7029906270603624
0.06,0.004121405567324852,2014,300,0.7029906270603624
0.07,0.00485051138190826,2014,300,0.7029906270603624
0.08,0.005594351537130725,2014,300,0.7029906270603624
0.09,0.006367492591284484,2014,300,0.7029906270603624
0.1,0.007167036485651707,2014,300,0.7029906270603624
0.11,0.007986882043984341,2014,300,0.7029906270603624
0.12,0.008842228821610353,2014,300,0.7029906270603624
0.13,0.009715360527999452,2014,300,0.7029906270603624
0.14,0.010601342836861021,2014,300,0.7029906270603624
0.15,0.011502715362808315,2014,300,0.7029906270603624
0.16,0.012423863326269621,2014,300,0.7029906270603624
0.17,0.013392493693881428,2014,300,0.7029906270603624
0.18,0.014381105413705624,2014,300,0.7029906270603624
0.19,0.015380066253740584,2014,300,0.7029906270603624
0.2,0.016396430699023128,2014,300,0.7029906270603624
0.21,0.017428261626094493,2014,300,0.7029906270603624
0.22,0.018520028983332708,2014,300,0.7029906270603624
0.23,0.019644048683512213,2014,300,0.7029906270603624
0.24,0.02079632445619053,2014,300,0.7029906270603624
0.25,0.02197663513372867,2014,300,0.7029906270603624
0.26,0.02319377403639414,2014,300,0.7029906270603624
0.27,0.024441937420280984,2014,300,0.7029906270603624
0.28,0.02574441652571615,2014,300,0.7029906270603624
0.29,0.02709051141485461,2014,300,0.7029906270603624
0.3,0.02850901201311689,2014,300,0.7029906270603624
0.31,0.029991628347275933,2014,300,0.7029906270603624
0.32,0.031550051796317084,2014,300,0.7029906270603624
0.33,0.03315607204656339,2014,300,0.7029906270603624
0.34,0.034791042378106714,2014,300,0.7029906270603624
0.35000000000000003,0.0365220681032054,2014,300,0.7029906270603624
0.36,0.038351772727646075,2014,300,0.7029906270603624
0.37,0.04026908261653855,2014,300,0.7029906270603624
0.38,0.04224025063876074,2014,300,0.7029906270603624
0.39,0.04426269904734785,2014,300,0.7029906270603624
0.4,0.04632745148674492,2014,300,0.7029906270603624
0.41000000000000003,0.048487306010908594,2014,300,0.7029906270603624
0.42,0.05072752827919977,2014,300,0.7029906270603624
0.43,0.0530351075332695,2014,300,0.7029906270603624
0.44,0.055454140024450614,2014,300,0.7029906270603624
0.45,0.057918969469843706,2014,300,0.7029906270603624
0.46,0.060463098953520915,2014,300,0.7029906270603624
0.47000000000000003,0.06315056794667592,2014,300,0.7029906270603624
0.48,0.0659837406551048,2014,300,0.7029906270603624
0.49,0.068973965266629,2014,300,0.7029906270603624
0.5,0.07211352379329468,2014,300,0.7029906270603624
0.51,0.07527607612794524,2014,300,0.7029906270603624
0.52,0.07855166037906135,2014,300,0.7029906270603624
0.53,0.08192455076486367,2014,300,0.7029906270603624
0.54,0.08544014003663772,2014,300,0.7029906270603624
0.55,0.08922952721901363,2014,300,0.7029906270603624
0.56,0.09316787461948585,2014,300,0.7029906270603624
0.5700000000000001,0.09730843788022964,2014,300,0.7029906270603624
0.58,0.10158880959469757,2014,300,0.7029906270603624
0.59,0.10603152598265601,2014,300,0.7029906270603624
0.6,0.11088241106160947,2014,300,0.7029906270603624
0.61,0.11594071325358593,2014,300,0.7029906270603624
0.62,0.1211766893243761,2014,300,0.7029906270603624
0.63,0.12657887668910398,2014,300,0.7029906270603624
0.64,0.13222445522730744,2014,300,0.7029906270603624
0.65,0.13812420114153465,2014,300,0.7029906270603624
0.66,0.14447521293047907,2014,300,0.7029906270603624
0.67,0.15104714831136562,2014,300,0.7029906270603624
0.68,0.1578986929732303,2014,300,0.7029906270603624
0.6900000000000001,0.16503025111899966,2014,300,0.7029906270603624
0.7000000000000001,0.17246509110958952,2014,300,0.7029906270603624
0.71,0.18025553815779727,2014,300,0.7029906270603624
0.72,0.18834440898923818,2014,300,0.7029906270603624
0.73,0.19676712093203216,2014,300,0.7029906270603624
0.74,0.20538513152652643,2014,300,0.7029906270603624
0.75,0.21431513339493538,2014,300,0.7029906270603624
0.76,0.22359742480637745,2014,300,0.7029906270603624
0.77,0.23343283360352773,2014,300,0.7029906270603624
0.78,0.24373010144265592,2014,300,0.7029906270603624
0.79,0.25457985367045655,2014,300,0.7029906270603624
0.8,0.26574837710427757,2014,300,0.7029906270603624
0.81,0.27729833845065677,2014,300,0.7029906270603624
0.8200000000000001,0.2892364108711156,2014,300,0.7029906270603624
0.8300000000000001,0.3017083743456309,2014,300,0.7029906270603624
0.84,0.31462190282462876,2014,300,0.7029906270603624
0.85,0.32811106965616066,2014,300,0.7029906270603624
0.86,0.342428661825124,2014,300,0.7029906270603624
0.87,0.35756431495836744,2014,300,0.7029906270603624
0.88,0.37325268890086294,2014,300,0.7029906270603624
0.89,0.38989423435565174,2014,300,0.7029906270603624
0.9,0.4075109231836972,2014,300,0.7029906270603624
0.91,0.42653508473393653,2014,300,0.7029906270603624
0.92,0.4472810134743181,2014,300,0.7029906270603624
0.93,0.47115287986539156,2014,300,0.7029906270603624
0.9400000000000001,0.4990911420934437,2014,300,0.7029906270603624
0.9500000000000001,0.5300591950609883,2014,300,0.7029906270603624
0.96,0.5659958019179002,2014,300,0.7029906270603624
0.97,0.618625798974769,2014,300,0.7029906270603624
0.98,0.6964069570584039,2014,300,0.7029906270603624
0.99,0.8032602352169701,2014,300,0.7029906270603624
1.0,1.0,2014,300,0.7029906270603624
0.0,0.0,2014,500,0.7893482557995398
0.01,0.00037867044300472525,2014,500,0.7893482557995398
0.02,0.0007645869200922777,2014,500,0.7893482557995398
0.03,0.0011578536907458634,2014,500,0.7893482557995398
0.04,0.0015578675393840757,2014,500,0.7893482557995398
